东陆新村五街坊,62637元/m2,22套在售二手房
虹康花苑(三期),74347元/m2,13套在售二手房
怡福苑,69539元/m2,10套在售二手房
共富二村,38582元/m2,28套在售二手房
菊泉新城(菊盛路50弄),39775元/m2,30套在售二手房
新凤城,93020元/m2,9套在售二手房
维多利华庭,82000元/m2,4套在售二手房
益丰新村,50488元/m2,31套在售二手房
思南新苑,110625元/m2,7套在售二手房
沿海丽水馨庭(别墅),40763元/m2,21套在售二手房
丝庐雅苑(公寓),33088元/m2,48套在售二手房
衡园,94294元/m2,7套在售二手房
创世纪花园,86491元/m2,6套在售二手房
三盛颐景园(公寓),38830元/m2,34套在售二手房
上海知音苑,85805元/m2,7套在售二手房
远洋香奈,41408元/m2,16套在售二手房
华侨城,111100元/m2,18套在售二手房
锦绣一方名苑,73248元/m2,11套在售二手房
欣晟家园,64526元/m2,4套在售二手房
汇颂南苑,36155元/m2,11套在售二手房
万科金色领域,36442元/m2,22套在售二手房
赤峰小区,65044元/m2,33套在售二手房
秋水云庐,81065元/m2,6套在售二手房
上隽嘉苑(公寓),40671元/m2,19套在售二手房
绿波城,46659元/m2,24套在售二手房
巴黎之春,55893元/m2,6套在售二手房
同济新村,79727元/m2,12套在售二手房
珠江香樟园,74745元/m2,9套在售二手房
润江花苑,30933元/m2,61套在售二手房
碧云东方公寓,88782元/m2,10套在售二手房
达城锦园,42075元/m2,14套在售二手房
祥和星宇花园(公寓),55264元/m2,18套在售二手房
中虹家园,42352元/m2,70套在售二手房
瑞和新苑浦涛路400弄,35393元/m2,4套在售二手房
蓝色港湾(公寓),57368元/m2,18套在售二手房
中海紫御豪庭(公寓),80752元/m2,13套在售二手房
恒大翰城瀚林苑,60089元/m2,1套在售二手房
绿色丽园,87723元/m2,5套在售二手房
华丽家族花园,96616元/m2,10套在售二手房
雍江星座香园,78409元/m2,2套在售二手房
昌七小区,54843元/m2,24套在售二手房
新梅花苑,47244元/m2,30套在售二手房
沁春园三村,50746元/m2,13套在售二手房
静安花苑(二),67620元/m2,1套在售二手房
东方丽都,40061元/m2,13套在售二手房
顺馨佳园,45703元/m2,5套在售二手房
万业紫辰苑,40368元/m2,27套在售二手房
临汾名城,57591元/m2,13套在售二手房
雍华府(公寓),57158元/m2,31套在售二手房
丽都城假日景苑,47611元/m2,17套在售二手房
锦绿新城,70607元/m2,5套在售二手房
中建溪岸澜庭,44642元/m2,6套在售二手房
慧华苑,36720元/m2,10套在售二手房
太原邸,135733元/m2,2套在售二手房
中星海上景庭,79455元/m2,10套在售二手房
圣约翰名邸,87961元/m2,11套在售二手房
九龙仓玺园,93855元/m2,11套在售二手房
华山夏都苑,102947元/m2,5套在售二手房
东苑怡景园,60840元/m2,3套在售二手房
三门路358弄,50533元/m2,25套在售二手房
河滨大楼,86406元/m2,10套在售二手房
馨宁公寓,60751元/m2,13套在售二手房
华升新苑,76970元/m2,16套在售二手房
福源汇居,118633元/m2,7套在售二手房
金地格林世界(卢尔公寓),45254元/m2,8套在售二手房
芙蓉花苑,75695元/m2,6套在售二手房
海华花园,81481元/m2,9套在售二手房
世纪之春花园,74972元/m2,10套在售二手房
凯德茂名公馆,149925元/m2,3套在售二手房
新弘国际城(公寓),34908元/m2,38套在售二手房
桃园新城中虹佳园,35907元/m2,10套在售二手房
保利金色唐城,57656元/m2,16套在售二手房
大众春盛苑,26009元/m2,31套在售二手房
金杨新村九街坊,55221元/m2,53套在售二手房
明园小安桥,91434元/m2,7套在售二手房
北茶园,65863元/m2,28套在售二手房
新凯城香樟苑,33710元/m2,31套在售二手房
鹏海小区,52842元/m2,46套在售二手房
名都古北,82407元/m2,17套在售二手房
华悦家园,82844元/m2,2套在售二手房
荣盛名邸(公寓),33694元/m2,43套在售二手房
万科华尔兹,91637元/m2,4套在售二手房
锦绣江南(一期),66812元/m2,13套在售二手房
柏林春天,58304元/m2,22套在售二手房
翠庭,88437元/m2,7套在售二手房
尊园,99333元/m2,9套在售二手房
万科琥珀郡园,42183元/m2,25套在售二手房
新凯城银杏苑,32777元/m2,35套在售二手房
达城家园,41000元/m2,17套在售二手房
东南华庭,72094元/m2,7套在售二手房
中环花苑,71385元/m2,6套在售二手房
新虹桥雅苑,56556元/m2,34套在售二手房
上大聚丰园,41721元/m2,10套在售二手房
愚园公馆,114289元/m2,3套在售二手房
银桥花园,35863元/m2,22套在售二手房
新世纪花苑(二期)(浦东),59457元/m2,29套在售二手房
金色西郊城,39341元/m2,21套在售二手房
复地雅园,96966元/m2,9套在售二手房
万里雅筑,69381元/m2,5套在售二手房
逸流公寓,83260元/m2,6套在售二手房
东安一村,69227元/m2,53套在售二手房
金桥爱建园,85548元/m2,17套在售二手房
荣盛名邸(公寓),33694元/m2,43套在售二手房
合生御廷园(别墅),36440元/m2,6套在售二手房
天山新苑,74937元/m2,9套在售二手房
三和花园,84480元/m2,26套在售二手房
西上海名邸,32204元/m2,16套在售二手房
玉田新村,57400元/m2,29套在售二手房
文化花园香榭丽苑,63750元/m2,13套在售二手房
汇智湖畔家园,85989元/m2,5套在售二手房
枫庭丽苑,,56544元/m2,15套在售二手房
伟业金锦苑二村,57229元/m2,22套在售二手房
金坤花园,54875元/m2,9套在售二手房
龙阳花苑,71325元/m2,4套在售二手房
知雅汇(公寓),40890元/m2,34套在售二手房
绿地颐景嘉园,41813元/m2,9套在售二手房
华府天地,136108元/m2,3套在售二手房
新梅淞南苑,57169元/m2,7套在售二手房
海联花苑,62520元/m2,10套在售二手房
中金海棠湾(公寓),45781元/m2,13套在售二手房
阳光威尼斯(一期),48724元/m2,25套在售二手房
东湖名苑,80005元/m2,5套在售二手房
东湖名苑,80005元/m2,5套在售二手房
阳光威尼斯(一期),48724元/m2,25套在售二手房
同济城市阳光,50624元/m2,6套在售二手房
中信虹港名庭,91868元/m2,7套在售二手房
怡东花园(公寓),84070元/m2,9套在售二手房
玉兰花苑,81599元/m2,11套在售二手房
新长征花苑,56914元/m2,19套在售二手房
天际花园,102174元/m2,7套在售二手房
阳明新城,72956元/m2,13套在售二手房
新梅绿岛苑,54252元/m2,7套在售二手房
长发虹桥公寓,71847元/m2,7套在售二手房
大华一村,49693元/m2,48套在售二手房
绿茵苑(浦东),54172元/m2,11套在售二手房
安居古浪新苑,48719元/m2,17套在售二手房
建业新村,57062元/m2,10套在售二手房
古北国际广场,100850元/m2,10套在售二手房
公馆77,122647元/m2,1套在售二手房
路易凯旋宫,95460元/m2,13套在售二手房
贵峰苑,44311元/m2,38套在售二手房
阳光苑,37623元/m2,51套在售二手房
金桥名都,67763元/m2,13套在售二手房
黄浦华庭,105201元/m2,3套在售二手房
星辰园(公寓),41247元/m2,24套在售二手房
凤城二村,57234元/m2,41套在售二手房
静安丽舍,89479元/m2,4套在售二手房
新天地荻泾花园,41178元/m2,28套在售二手房
大华二村,52272元/m2,43套在售二手房
源城锦翠苑,67344元/m2,7套在售二手房
文化佳园,80570元/m2,8套在售二手房
牡丹小区(浦东),76226元/m2,33套在售二手房
滨江凯旋门,135836元/m2,11套在售二手房
明月坊,75675元/m2,11套在售二手房
心圆西苑,42650元/m2,19套在售二手房
金鼎香樟苑,49473元/m2,19套在售二手房
罗山怡景苑,81663元/m2,7套在售二手房
仁恒东郊花园,71836元/m2,15套在售二手房
明园世纪城,102448元/m2,3套在售二手房
加州水郡,86284元/m2,6套在售二手房
罗山花苑,94386元/m2,17套在售二手房
丽水豪庭,29119元/m2,36套在售二手房
上南二村,62690元/m2,17套在售二手房
新电小区,55149元/m2,5套在售二手房
万源城逸郡,80893元/m2,8套在售二手房
蔷薇新村,38489元/m2,37套在售二手房
田林十二村,85671元/m2,18套在售二手房
金苹果花园,63316元/m2,9套在售二手房
风华水岸,80946元/m2,7套在售二手房
仙都绿苑,53297元/m2,13套在售二手房
澳丽花园,85473元/m2,6套在售二手房
华侨城苏河湾(公寓),137137元/m2,8套在售二手房
城市经典二期(公寓),66942元/m2,11套在售二手房
恒昌花园,75930元/m2,6套在售二手房
海上海新城(公寓),86869元/m2,9套在售二手房
隆德小区,64186元/m2,6套在售二手房
静安风华苑,87719元/m2,1套在售二手房
虹叶茗园,78548元/m2,8套在售二手房
毕加索小镇(二期)(公寓),58095元/m2,19套在售二手房
达安城,93860元/m2,11套在售二手房
巴黎花园,71490元/m2,9套在售二手房
长白新城,76954元/m2,5套在售二手房
瀚林世家,110015元/m2,8套在售二手房
白玉兰家园,109665元/m2,1套在售二手房
建德坊,111401元/m2,7套在售二手房
红旗四街坊,35273元/m2,72套在售二手房
凤城三村,56863元/m2,55套在售二手房
莱顿小城,34505元/m2,42套在售二手房
金硕河畔景园东区,34018元/m2,20套在售二手房
嘉富丽苑,57609元/m2,11套在售二手房
瑞嘉苑,82527元/m2,6套在售二手房
万顺水原墅(公寓),38485元/m2,33套在售二手房
巨东小区,89597元/m2,13套在售二手房
通协小区,63248元/m2,8套在售二手房
建华新苑,89549元/m2,6套在售二手房
保利茉莉公馆二期,65458元/m2,12套在售二手房
绿地景汇佳苑,50026元/m2,15套在售二手房
都市富苑,36677元/m2,13套在售二手房
永新花苑,98225元/m2,12套在售二手房
恒升半岛,63541元/m2,7套在售二手房
银都新村(8至10区),45173元/m2,11套在售二手房
南山雨果(公寓),48203元/m2,42套在售二手房
玉兰香苑(一期),49393元/m2,12套在售二手房
新凯城丹桂苑,37530元/m2,27套在售二手房
大家源新城,93562元/m2,5套在售二手房
桃林一小区,87638元/m2,16套在售二手房
民苑小区,83138元/m2,3套在售二手房
高行绿洲(五期),43399元/m2,17套在售二手房
兆丰嘉园,98448元/m2,6套在售二手房
徐汇长春苑,84725元/m2,4套在售二手房
香逸湾,41939元/m2,25套在售二手房
陆家嘴锦绣前城,95817元/m2,12套在售二手房
静安新城五区,60801元/m2,20套在售二手房
金杨新村三街坊,56555元/m2,52套在售二手房
东方花园二期,74632元/m2,11套在售二手房
思南公馆,145863元/m2,2套在售二手房
华敏世纪广场,83366元/m2,9套在售二手房
绿地名人坊,89747元/m2,6套在售二手房
城林雅苑,49549元/m2,7套在售二手房
四和花园,107105元/m2,29套在售二手房
绿地御桥苑,58380元/m2,4套在售二手房
汇贤雅居,117008元/m2,6套在售二手房
古北菊翔苑(菊联路233弄),44221元/m2,19套在售二手房
伟业金锦苑三村,58160元/m2,23套在售二手房
百兴花园,62802元/m2,10套在售二手房
宜达新居,32548元/m2,36套在售二手房
金桥新家园,60482元/m2,13套在售二手房
金帝城市岸泊(公寓),37964元/m2,38套在售二手房
共富一村,38840元/m2,42套在售二手房
绿中海明苑(公寓),46902元/m2,24套在售二手房
广杭苑,68526元/m2,12套在售二手房
浦江丽都,34797元/m2,13套在售二手房
香山新村东北街坊,56788元/m2,33套在售二手房
长阳新苑,71906元/m2,10套在售二手房
虹桥城市花园(公寓),104169元/m2,4套在售二手房
祥和家园,56797元/m2,13套在售二手房
静安新城四区,55866元/m2,22套在售二手房
九英里,56139元/m2,8套在售二手房
宝华城市花园,80480元/m2,7套在售二手房
紫阳花苑,43567元/m2,9套在售二手房
鹿特丹花园,63662元/m2,7套在售二手房
恒盛苑,78915元/m2,11套在售二手房
东岸新里,71661元/m2,2套在售二手房
古北菊翔苑(菊联路233弄),44221元/m2,19套在售二手房
莘城公寓,52382元/m2,21套在售二手房
采菊苑,42519元/m2,21套在售二手房
万馨佳园,44342元/m2,18套在售二手房
水月坊,71854元/m2,2套在售二手房
保利家园(公寓),36022元/m2,22套在售二手房
天和湖滨家园(公寓),36544元/m2,39套在售二手房
名仕苑,107637元/m2,2套在售二手房
名门滨江苑,87249元/m2,6套在售二手房
浦江世博家园八街坊,45222元/m2,17套在售二手房
三林世博家园(东书房路390弄),50746元/m2,18套在售二手房
绿地新里派克公馆,40923元/m2,11套在售二手房
西郊紫薇花园,120523元/m2,5套在售二手房
第九城市(一期),95954元/m2,15套在售二手房
牡丹逸庭,31458元/m2,34套在售二手房
鸿凯湾绿苑,99698元/m2,7套在售二手房
皇家花园,98362元/m2,9套在售二手房
祁连二村,41337元/m2,19套在售二手房
光华园,82443元/m2,20套在售二手房
天鸿公寓,71253元/m2,7套在售二手房
浦江宝邸,31156元/m2,24套在售二手房
锦绣苑,65755元/m2,13套在售二手房
恒大华城新华苑,61791元/m2,7套在售二手房
合生高尔夫公寓,87452元/m2,3套在售二手房
金杨七街坊,55231元/m2,67套在售二手房
阳光翠竹苑,91287元/m2,10套在售二手房
罗马花园,60411元/m2,5套在售二手房
淞南五村,44703元/m2,46套在售二手房
朗诗未来树,38960元/m2,38套在售二手房
挹翠苑,64012元/m2,11套在售二手房
中海万锦城(三期),87128元/m2,5套在售二手房
临江豪园,94265元/m2,4套在售二手房
古北虹苑,66191元/m2,14套在售二手房
汇锦城二期,33451元/m2,43套在售二手房
第九城市(二期),99366元/m2,9套在售二手房
崧泽华城秀景苑,37108元/m2,20套在售二手房
第五大道,93585元/m2,7套在售二手房
新凯城紫竹苑,35144元/m2,8套在售二手房
韵都城,74790元/m2,16套在售二手房
城市名园,50780元/m2,28套在售二手房
上海源花城,39251元/m2,41套在售二手房
莲浦府邸(公寓),68891元/m2,10套在售二手房
中星海上名庭(公寓),75834元/m2,6套在售二手房
圣天地酒店式公寓,75557元/m2,28套在售二手房
陆家嘴新景园,74423元/m2,12套在售二手房
汤巷馨村(一期),44522元/m2,3套在售二手房
浦江智汇园,50084元/m2,6套在售二手房
爱俪轩,72739元/m2,10套在售二手房
上南九村,59231元/m2,21套在售二手房
金谷园,71373元/m2,11套在售二手房
阳城世家苑,67962元/m2,2套在售二手房
金牛苑,57245元/m2,11套在售二手房
绿城上海御园,86713元/m2,3套在售二手房
中信和平家园,94601元/m2,8套在售二手房
浦发博园(公寓),64526元/m2,8套在售二手房
控江路1200弄,77917元/m2,22套在售二手房
东苑半岛花园(公寓),68617元/m2,9套在售二手房
亭汇花苑,39423元/m2,18套在售二手房
白金湾府邸,113275元/m2,9套在售二手房
四季晶园,85977元/m2,5套在售二手房
嘉富丽苑,57609元/m2,11套在售二手房
香榭苑,75403元/m2,4套在售二手房
虹桥1号,39738元/m2,16套在售二手房
黄山新村,75217元/m2,24套在售二手房
控江五村,53625元/m2,38套在售二手房
南方城,74912元/m2,6套在售二手房
汇峰鼎园,113303元/m2,7套在售二手房
日晖六村,70275元/m2,23套在售二手房
德盈佳园,24661元/m2,43套在售二手房
白玉新村,71503元/m2,16套在售二手房
晶波坊,50749元/m2,20套在售二手房
博山小区,57975元/m2,15套在售二手房
武宁小城,68416元/m2,10套在售二手房
浦江茗园,97564元/m2,10套在售二手房
虹桥晶典苑,63851元/m2,5套在售二手房
保利叶语(二期)(公寓),53445元/m2,23套在售二手房
红旗小区,32955元/m2,44套在售二手房
嘉和阳光城,44658元/m2,15套在售二手房
金沙嘉年华,63939元/m2,17套在售二手房
海鑫公寓,57664元/m2,12套在售二手房
金汇华光城,62897元/m2,6套在售二手房
联洋花园(三期),86376元/m2,5套在售二手房
三江小区,87392元/m2,19套在售二手房
贝越流明新苑,49566元/m2,10套在售二手房
静安艺庭,69677元/m2,7套在售二手房
中大九里德(公寓),45810元/m2,45套在售二手房
江杨家园,58871元/m2,19套在售二手房
外滩99,93336元/m2,7套在售二手房
聚缘南庭,30910元/m2,25套在售二手房
东方冠郡,31279元/m2,40套在售二手房
宝华海尚郡领,92012元/m2,16套在售二手房
凯旋都市花园,76422元/m2,5套在售二手房
徐汇御景苑,84027元/m2,9套在售二手房
景源佳苑,50431元/m2,10套在售二手房
瑞阳苑,35213元/m2,12套在售二手房
龙柏香榭苑,70487元/m2,9套在售二手房
中环锦园,65109元/m2,8套在售二手房
解放新村,24736元/m2,34套在售二手房
南洋新都,77222元/m2,7套在售二手房
瑞金尊邸,92665元/m2,6套在售二手房
雅典花苑,63485元/m2,10套在售二手房
绿地香颂(奉贤)(别墅),22313元/m2,32套在售二手房
布鲁斯小镇(公寓),29221元/m2,67套在售二手房
虹桥世家花园(公寓),69708元/m2,10套在售二手房
徐汇御苑,102948元/m2,2套在售二手房
金江家园,58724元/m2,5套在售二手房
桃浦二村永汇新苑,44087元/m2,24套在售二手房
静安均泰丽轩,103576元/m2,5套在售二手房
虹景苑,41016元/m2,16套在售二手房
上海豪都国际花园(公寓),33602元/m2,50套在售二手房
金光小区,62466元/m2,6套在售二手房
平南三四村,59671元/m2,15套在售二手房
上大阳光乾和园,46197元/m2,0套在售二手房
黄兴绿园,69617元/m2,17套在售二手房
繁荣昌盛,86272元/m2,9套在售二手房
华高一村,45069元/m2,32套在售二手房
文定天下苑,114806元/m2,2套在售二手房
丽泽荷亭苑,19456元/m2,22套在售二手房
保利西岸,142645元/m2,4套在售二手房
保利西岸,142645元/m2,4套在售二手房
嘉丽苑(徐汇),127938元/m2,2套在售二手房
阳光西班牙,75325元/m2,5套在售二手房
鞍山四村第三小区,69858元/m2,35套在售二手房
杨镇新村,43148元/m2,30套在售二手房
海尚佳园,83477元/m2,6套在售二手房
海洲丽园,94089元/m2,8套在售二手房
世和园,68843元/m2,7套在售二手房
大上海城市花园,86385元/m2,4套在售二手房
联富假日公寓,83493元/m2,9套在售二手房
阳城花园,62690元/m2,17套在售二手房
森兰名轩,76421元/m2,1套在售二手房
香山新村东南街坊,56228元/m2,42套在售二手房
长桥一村,82486元/m2,26套在售二手房
丽景翠庭,37334元/m2,9套在售二手房
东方滨港园,82097元/m2,9套在售二手房
锦绣花木公寓,75762元/m2,6套在售二手房
华唐苑,42154元/m2,9套在售二手房
桂林苑,59847元/m2,11套在售二手房
白雪公主,59113元/m2,8套在售二手房
张江汤臣豪园(一期)(公寓),71267元/m2,3套在售二手房
云台二小区,60002元/m2,21套在售二手房
乾溪新村,44010元/m2,23套在售二手房
学林苑,48444元/m2,19套在售二手房
绿川小区,48956元/m2,47套在售二手房
东方城市华庭,61575元/m2,8套在售二手房
东外滩1号,84804元/m2,6套在售二手房
阳光绿园,71940元/m2,8套在售二手房
幸福宜居,10725元/m2,5套在售二手房
望族苑,60253元/m2,9套在售二手房
龙湖好望山(公寓),43042元/m2,19套在售二手房
金铭文博水景(公寓),56977元/m2,19套在售二手房
绿地东岸涟城,25697元/m2,31套在售二手房
金利公寓,44577元/m2,32套在售二手房
春申玫瑰苑,57157元/m2,7套在售二手房
虹桥中山广场,70496元/m2,9套在售二手房
御沁园(公寓),41760元/m2,11套在售二手房
锦杨苑,68460元/m2,8套在售二手房
丰庄十二街坊,43090元/m2,36套在售二手房
嘉天汇,143478元/m2,4套在售二手房
紫虹嘉苑,80699元/m2,6套在售二手房
国际明佳城,78248元/m2,5套在售二手房
汤臣商务中心,59266元/m2,8套在售二手房
临沂六村,54926元/m2,25套在售二手房
紫叶花园,56830元/m2,38套在售二手房
东绣苑,41995元/m2,4套在售二手房
文兰小区,65868元/m2,14套在售二手房
海逸公寓,75245元/m2,4套在售二手房
梅园六街坊,120495元/m2,6套在售二手房
中兴财富国际公寓,75784元/m2,9套在售二手房
湖畔天下(公寓),39957元/m2,9套在售二手房
三佳花苑,70157元/m2,24套在售二手房
泰和新城(泰和西路3499弄),36251元/m2,13套在售二手房
未名园,52893元/m2,17套在售二手房
沪东新村,46720元/m2,51套在售二手房
绿洲康城亲水湾(东区),51623元/m2,14套在售二手房
盛世豪园(一期),72229元/m2,4套在售二手房
嘉宝紫提湾(公寓),39333元/m2,19套在售二手房
珠江玫瑰花园(公寓),65150元/m2,4套在售二手房
望族新苑,65125元/m2,10套在售二手房
中虹华苑,43444元/m2,15套在售二手房
阳明国际花苑,53887元/m2,13套在售二手房
汉中小区,73787元/m2,9套在售二手房
江南山水,66342元/m2,8套在售二手房
中天碧云,85305元/m2,12套在售二手房
金唐公寓,47206元/m2,24套在售二手房
实业公寓,80356元/m2,6套在售二手房
汤臣豪庭,70621元/m2,13套在售二手房
春江锦庐,60651元/m2,9套在售二手房
圣骊澳门苑,83123元/m2,4套在售二手房
东方龙苑,77007元/m2,22套在售二手房
古北御庭,106781元/m2,19套在售二手房
阳光欧洲城(别墅),60126元/m2,12套在售二手房
桃浦七村雪松苑,40703元/m2,56套在售二手房
东方吉苑,62534元/m2,12套在售二手房
联洋花园(二期),90818元/m2,4套在售二手房
海上新村,51953元/m2,23套在售二手房
南丹小区,110250元/m2,17套在售二手房
齐二小区,56676元/m2,22套在售二手房
聚缘北庭,30910元/m2,20套在售二手房
静安新城三区,56311元/m2,7套在售二手房
明珠家园(黄浦),92214元/m2,7套在售二手房
淮海世纪花苑,77742元/m2,3套在售二手房
华泾绿苑,50864元/m2,6套在售二手房
当代新华,84553元/m2,3套在售二手房
吉利名苑,72014元/m2,7套在售二手房
佳泰花园,71193元/m2,10套在售二手房
上海未来,85605元/m2,4套在售二手房
中福城,99969元/m2,8套在售二手房
海珀旭晖,138308元/m2,4套在售二手房
金霞苑,45913元/m2,9套在售二手房
中华小区,68166元/m2,38套在售二手房
东陆新村六街坊,53040元/m2,33套在售二手房
菊泉新城(陆翔路358弄),41491元/m2,24套在售二手房
同方锦城,62499元/m2,20套在售二手房
春江花悦园,56262元/m2,8套在售二手房
圣骊澳门苑,83123元/m2,4套在售二手房
宁兴上尚湾,48148元/m2,10套在售二手房
枫泽苑,41817元/m2,9套在售二手房
广洋华景苑,93169元/m2,6套在售二手房
上大阳光乾清园,46287元/m2,7套在售二手房
东安花苑,63114元/m2,7套在售二手房
上虹新村,57786元/m2,14套在售二手房
济南路8号,117956元/m2,3套在售二手房
西郊九韵城,43871元/m2,25套在售二手房
海富公寓,67526元/m2,12套在售二手房
雪野家园(公寓),88075元/m2,0套在售二手房
控江四村,56816元/m2,52套在售二手房
古北中央花园,110898元/m2,2套在售二手房
徐虹华庭,97679元/m2,3套在售二手房
金桂苑(徐汇),61405元/m2,10套在售二手房
长虹小区,69934元/m2,20套在售二手房
沧源小区,38323元/m2,29套在售二手房
四季雅苑(别墅),137915元/m2,12套在售二手房
心圆东苑,,42410元/m2,6套在售二手房
银杏家园,81290元/m2,11套在售二手房
康健丽都,71095元/m2,4套在售二手房
畅园,92747元/m2,4套在售二手房
世博家园十一街坊,44802元/m2,16套在售二手房
万里晶品苑,67025元/m2,4套在售二手房
川杨新苑(三期),49475元/m2,11套在售二手房
绿地南桥新苑,35260元/m2,40套在售二手房
玉兰香苑(三期),52849元/m2,10套在售二手房
万景园,62525元/m2,7套在售二手房
爱博二村,51115元/m2,12套在售二手房
莘城苑,38931元/m2,36套在售二手房
淞虹公寓,56949元/m2,10套在售二手房
东方御花园,53180元/m2,6套在售二手房
梅岭苑,61904元/m2,17套在售二手房
田林十一村,76311元/m2,25套在售二手房
绿洲湖畔花园,71991元/m2,10套在售二手房
天鼎花园,88086元/m2,3套在售二手房
嘉怡水岸(公寓),39799元/m2,21套在售二手房
桃园新城中城苑,37907元/m2,12套在售二手房
荷三小区,50633元/m2,22套在售二手房
香樟苑(浦东),52592元/m2,15套在售二手房
金地褐石苑,43118元/m2,25套在售二手房
河畔家苑,36513元/m2,14套在售二手房
御翠园,118632元/m2,14套在售二手房
虹桥高尔夫别墅,71515元/m2,10套在售二手房
宁阳福邸,77070元/m2,2套在售二手房
联洋花园(一期),88566元/m2,6套在售二手房
银泰苑,40585元/m2,1套在售二手房
虹桥帝梵尼,65569元/m2,8套在售二手房
锦绣华庭,83785元/m2,5套在售二手房
田林十四村,76764元/m2,28套在售二手房
士韵家园,50193元/m2,13套在售二手房
双秀西园,43371元/m2,31套在售二手房
鼎鑫名流世家,44534元/m2,23套在售二手房
滴水湖馨苑,29404元/m2,12套在售二手房
仁恒怡庭,84415元/m2,7套在售二手房
朱家滩小区,113243元/m2,12套在售二手房
高境一村,45848元/m2,27套在售二手房
金塔新村,33624元/m2,45套在售二手房
五洲云景花苑,40946元/m2,17套在售二手房
紫翠高清苑,51922元/m2,6套在售二手房
达安圣芭芭花园,39939元/m2,18套在售二手房
荣顺苑,41403元/m2,17套在售二手房
万里欣苑,63898元/m2,2套在售二手房
中山公寓,85566元/m2,4套在售二手房
华府樟园,80693元/m2,8套在售二手房
保利天鹅语(公寓),37029元/m2,12套在售二手房
象屿郦庭,59639元/m2,10套在售二手房
平阳绿家园,59021元/m2,10套在售二手房
浦江瑞和城,33673元/m2,19套在售二手房
南园小区,77539元/m2,19套在售二手房
沪中新苑,102121元/m2,6套在售二手房
天恒名城,44076元/m2,20套在售二手房
蓝高小区,70103元/m2,20套在售二手房
虹桥中山广场,70496元/m2,9套在售二手房
泉东小区,105131元/m2,7套在售二手房
龙山新村,69965元/m2,41套在售二手房
恒盛豪庭,61706元/m2,8套在售二手房
真源小区,56828元/m2,17套在售二手房
丽和苑,58959元/m2,4套在售二手房
音乐广场,83516元/m2,9套在售二手房
阳光水岸苑,45813元/m2,10套在售二手房
三春汇秀苑,48065元/m2,7套在售二手房
万科晶源(别墅),43305元/m2,6套在售二手房
文化馨苑,61041元/m2,16套在售二手房
桃林小区,85148元/m2,8套在售二手房
东海园,113068元/m2,7套在售二手房
常发豪庭国际,38376元/m2,7套在售二手房
花园城,75684元/m2,4套在售二手房
雍景园,77544元/m2,6套在售二手房
海洲桃花园,36708元/m2,28套在售二手房
中梅苑,59919元/m2,11套在售二手房
博三小区,59645元/m2,11套在售二手房
东上海中心,72982元/m2,3套在售二手房
万峰梦湖苑,68919元/m2,7套在售二手房
南洋博仕欣居,46247元/m2,10套在售二手房
尚浦名邸,84469元/m2,9套在售二手房
金沙鼎苑,40293元/m2,23套在售二手房
凤庆小区,32759元/m2,45套在售二手房
明丰花园,57520元/m2,17套在售二手房
昌四小区,54607元/m2,23套在售二手房
莱阳新家园,52101元/m2,13套在售二手房
虹叶花苑,70878元/m2,7套在售二手房
绿地蔷薇九里(别墅),55077元/m2,12套在售二手房
凯虹家园,72467元/m2,3套在售二手房
望春都市家园,75988元/m2,2套在售二手房
华高二村,47486元/m2,29套在售二手房
嘉宝都市港湾,58587元/m2,6套在售二手房
嘉华苑(宝山),61972元/m2,6套在售二手房
广兰名苑,56897元/m2,6套在售二手房
嘉和花苑,63106元/m2,9套在售二手房
摩卡小城,42587元/m2,19套在售二手房
上大阳光乾静园,46653元/m2,7套在售二手房
金色港湾,90238元/m2,8套在售二手房
华润中央公园(芳礼路99弄)(公寓),56165元/m2,8套在售二手房
曹杨五月天,58991元/m2,13套在售二手房
天台家园,79403元/m2,10套在售二手房
川杨新苑(一期),50193元/m2,13套在售二手房
宁和小区,85392元/m2,14套在售二手房
建邦16区,95494元/m2,9套在售二手房
耀江国际广场(公寓),80272元/m2,6套在售二手房
嘉骏花苑,52959元/m2,13套在售二手房
和泰玫瑰园,76807元/m2,6套在售二手房
江桥二村,39057元/m2,43套在售二手房
好世凤翔苑,49213元/m2,2套在售二手房
紫荆新苑,85918元/m2,11套在售二手房
财大小区,60422元/m2,15套在售二手房
申亚新华府,73052元/m2,1套在售二手房
凯旋花苑,90831元/m2,3套在售二手房
民康苑,57701元/m2,4套在售二手房
水语人家北苑,36134元/m2,19套在售二手房
由由新邸,60870元/m2,4套在售二手房
绿洲紫荆花园,73532元/m2,6套在售二手房
金汇丽舍,73418元/m2,3套在售二手房
海派青城,33105元/m2,35套在售二手房
绿城玉兰花园(二期),85867元/m2,24套在售二手房
浦江世博家园二街坊,45090元/m2,9套在售二手房
鸿宝一村(南区),27646元/m2,24套在售二手房
环龙新纪园,72410元/m2,8套在售二手房
露香园,127398元/m2,3套在售二手房
新华豪庭,82671元/m2,3套在售二手房
黎明花园,45631元/m2,20套在售二手房
新凯一期,35682元/m2,94套在售二手房
瑞金南苑,93793元/m2,4套在售二手房
繁荣华庭,49383元/m2,5套在售二手房
悦公馆,88904元/m2,5套在售二手房
经纬观澜弘郡家园(三期),53645元/m2,20套在售二手房
荣丰花园,66307元/m2,14套在售二手房
丽水华庭,41661元/m2,19套在售二手房
